c,#,Game,Release date,Price,Score rank(Userscore / Metascore),Price X Owners,Owners,plus minus,Players,plus minus,Avg Playtime,Median Playtime
1,3022,What The Box?,9/12/2016,$4.99,56% (83%),"$200,358.48","40,152","±5,725","34,599","±5,315",1:25:00,0:52:00
1,1179,Onward,8/29/2016,$24.99,83% (92%),"$998,075.61","39,939","±5,710","36,094","±5,428",8:57:00,2:32:00
1,2110,Overhell,5/28/2016,$1.99,N/A (N/A),"$79,052.75","39,725","±5,695","27,978","±4,779",3:01:00,3:27:00
1,246,The Final Station,8/30/2016,$14.99,54% (82%/76%),"$592,269.89","39,511","±5,680","33,531","±5,232",4:39:00,4:08:00
1,80,Arizona Sunshine,12/6/2016,$39.99,67% (87%/83%),"$1,562,969.16","39,084","±5,649","37,589","±5,540",7:54:00,3:02:00
1,3086,One way to exit,3/12/2016,$2.99,N/A (N/A),"$116,861.16","39,084","±5,649","24,988","±4,517",2:48:00,3:26:00
1,1586,HellAngel,9/2/2016,$3.99,N/A (N/A),"$152,537.70","38,230","±5,587","21,144","±4,155",3:31:00,3:24:00
1,2289,The Last Leviathan,6/22/2016,$9.99,67% (87%),"$364,844.79","36,521","±5,460","34,172","±5,282",6:24:00,1:39:00
1,331,The Deadly Tower of Monsters,1/19/2016,$14.99,77% (90%/73%),"$541,049.06","36,094","±5,428","26,270","±4,631",3:03:00,1:36:00
1,2327,Cuties,5/29/2016,$2.99,N/A (N/A),"$107,921.06","36,094","±5,428","20,717","±4,113",3:08:00,3:30:00
1,117,SteamWorld Heist,6/7/2016,$19.99,98% (97%/81%),"$717,261.19","35,881","±5,412","30,328","±4,976",8:18:00,5:01:00
1,2668,Sparkle ZERO,3/14/2016,$4.99,12% (54%),"$177,978.33","35,667","±5,396","21,571","±4,196",3:11:00,3:12:00
1,2139,Lightsaber VR,5/31/2016,$3.99,61% (85%),"$140,607.60","35,240","±5,364","33,104","±5,199",1:10:00,0:38:00
1,2213,Pristine world,7/9/2016,$4.99,N/A (N/A),"$175,847.60","35,240","±5,364","25,843","±4,593",3:01:00,3:11:00
1,2898,Cally's Caves 3,1/5/2016,$6.99,64% (86%),"$246,327.60","35,240","±5,364","20,930","±4,134",5:15:00,4:04:00
1,425,Rogue Stormers,4/21/2016,$19.99,30% (70%/68%),"$700,169.74","35,026","±5,347","24,775","±4,497",4:22:00,1:22:00
1,2844,Happy Room,12/19/2016,$4.99,61% (85%),"$174,779.74","35,026","±5,347","33,531","±5,232",3:05:00,2:45:00
1,1703,KickHim,9/10/2016,$0.99,13% (55%),"$34,253.01","34,599","±5,315","23,493","±4,379",3:14:00,3:28:00
1,245,House of the Dying Sun,11/1/2016,$19.99,73% (89%/76%),"$687,376.14","34,386","±5,298","27,338","±4,724",1:46:00,1:03:00
1,866,WARSHIFT,10/12/2016,$12.99,47% (79%),"$443,894.28","34,172","±5,282","29,260","±4,887",1:47:00,0:51:00
1,1734,Ghost,6/6/2016,$12.99,90% (94%),"$443,894.28","34,172","±5,282","24,134","±4,439",8:18:00,5:16:00
1,2960,Wrath of Anna,9/20/2016,$14.99,N/A (N/A),"$512,238.28","34,172","±5,282","18,154","±3,850",2:36:00,2:58:00
1,1772,Of Kings And Men,8/25/2016,$24.99,14% (56%),"$848,610.42","33,958","±5,265","32,891","±5,182",11:40:00,3:30:00
1,598,Dead Effect 2,5/6/2016,$3.59,30% (70%/53%),"$118,078.69","32,891","±5,182","19,862","±4,027",11:21:00,4:53:00
1,694,Kopanito All-Stars Soccer,11/16/2016,$11.99,54% (82%),"$389,231.37","32,463","±5,148","28,406","±4,816",3:36:00,2:00:00
1,299,Stories: The Path of Destinies,4/12/2016,$14.99,64% (86%/74%),"$483,427.50","32,250","±5,131","25,415","±4,555",4:55:00,4:17:00
1,3207,Experience,4/29/2016,$1.99,N/A (N/A),"$63,751.64","32,036","±5,114","20,717","±4,113",3:24:00,3:30:00
1,3398,Feed and Grow: Fish,1/8/2016,$14.99,39% (75%),"$480,219.64","32,036","±5,114","30,541","±4,993",11:06:00,3:46:00
1,1516,Killing Room,10/20/2016,$8.99,41% (76%),"$284,164.91","31,609","±5,080","28,619","±4,834",3:57:00,1:31:00
1,1621,Tracks of Triumph: Summertime,9/19/2016,$3.99,41% (76%),"$126,119.91","31,609","±5,080","19,222","±3,961",3:44:00,3:38:00
1,3071,Porradaria 2: Pagode of the Night,3/8/2016,$9.99,N/A (N/A),"$315,773.91","31,609","±5,080","8,116","±2,574",2:00:00,2:24:00
1,2273,Neon Space ULTRA,6/1/2016,$2.99,N/A (N/A),"$93,874.04","31,396","±5,063","19,862","±4,027",3:09:00,3:31:00
1,2910,Cubium Dreams,4/29/2016,$4.99,N/A (N/A),"$156,666.04","31,396","±5,063","16,018","±3,616",2:45:00,3:13:00
1,1255,Better Late Than Dead,3/3/2016,$14.99,5% (39%),"$464,210.32","30,968","±5,028","18,154","±3,850",0:59:00,0:31:00
1,3180,Project Genom,10/11/2016,$19.99,34% (72%),"$619,050.32","30,968","±5,028","30,114","±4,958",10:30:00,4:26:00
1,3391,Death Goat,6/7/2016,$2.99,67% (87%),"$90,680.72","30,328","±4,976","18,154","±3,850",4:09:00,4:22:00
1,1509,Apartment 666,8/3/2016,$2.99,7% (45%),"$90,040.86","30,114","±4,958","11,747","±3,097",2:39:00,2:56:00
1,2947,The Big Elk,5/24/2016,$4.99,49% (80%),"$150,268.86","30,114","±4,958","19,862","±4,027",3:30:00,3:21:00
1,2870,PixBit,5/21/2016,$1.99,N/A (N/A),"$59,502.99","29,901","±4,941","20,503","±4,091",3:18:00,3:30:00
1,3082,Roll'd,4/14/2016,$0.49,67% (87%),"$14,651.49","29,901","±4,941","17,940","±3,827",2:22:00,2:33:00
1,1066,Lifeless,6/16/2016,$19.99,10% (51%),"$593,443.13","29,687","±4,923","6,834","±2,362",1:35:00,0:37:00
1,1403,Drive Any Track,5/12/2016,$9.99,70% (88%),"$296,573.13","29,687","±4,923","19,222","±3,961",5:59:00,4:30:00
1,3148,POLYWAR,12/30/2016,$4.99,N/A (N/A),"$148,138.13","29,687","±4,923",854,±835,0:15:00,0:16:00
1,3540,Level22 Garyâ€™s Misadventure,2/11/2016,$6.99,N/A (N/A),"$206,016.27","29,473","±4,905","8,757","±2,674",6:24:00,4:57:00
1,2436,Habitat,1/26/2016,$14.99,13% (55%),"$438,607.40","29,260","±4,887","25,415","±4,555",1:41:00,0:43:00
1,1700,Zombie Boom,8/23/2016,$0.51,16% (58%),"$14,704.83","28,833","±4,852","19,435","±3,983",3:49:00,3:16:00
1,111,Zombie Night Terror,7/20/2016,$12.99,87% (93%/81%),"$371,760.81","28,619","±4,834","26,056","±4,612",5:20:00,2:21:00
1,1572,BlackSmith HIT,8/5/2016,$0.99,61% (85%),"$28,332.81","28,619","±4,834","19,435","±3,983",2:39:00,2:53:00
1,3157,Frederic: Resurrection of Music,4/21/2016,$0.59,47% (79%),"$16,885.21","28,619","±4,834","17,086","±3,735",3:06:00,3:17:00
1,1008,Torch Cave 2,9/28/2016,$3.99,20% (62%),"$113,339.94","28,406","±4,816","18,367","±3,872",3:42:00,3:25:00
1,1685,Infectonator : Survivors,8/8/2016,$11.99,29% (69%),"$340,587.94","28,406","±4,816","26,270","±4,631",8:32:00,2:50:00
1,2203,Fly O'Clock,7/8/2016,$0.49,77% (90%),"$13,918.94","28,406","±4,816","17,086","±3,735",2:35:00,2:30:00
1,2923,Tales from the Void,5/20/2016,$9.99,N/A (N/A),"$283,775.94","28,406","±4,816","10,465","±2,923",2:20:00,2:27:00
1,587,POSTAL Redux,5/20/2016,$8.99,83% (92%/54%),"$253,446.08","28,192","±4,797","16,872","±3,711",3:12:00,1:43:00
1,3112,Desolate Wastes: Vendor Chronicles,12/20/2016,$0.99,N/A (N/A),"$27,910.08","28,192","±4,797","14,096","±3,392",3:29:00,3:22:00
1,2643,Neon Prism,11/18/2016,$1.99,N/A (N/A),"$55,676.22","27,978","±4,779","17,300","±3,758",2:55:00,3:23:00
1,3392,Battlestation: Harbinger,2/24/2016,$9.99,52% (81%),"$279,500.22","27,978","±4,779","21,571","±4,196",10:48:00,4:36:00
1,2211,FORCED 2: The Rush,3/29/2016,$19.99,67% (87%),"$555,022.35","27,765","±4,761","23,280","±4,360",7:18:00,4:15:00
1,2665,Zombillie,4/29/2016,$0.49,N/A (N/A),"$13,604.85","27,765","±4,761","16,445","±3,664",2:48:00,3:03:00
1,3172,Initia: Elemental Arena,4/29/2016,$11.99,N/A (N/A),"$327,782.62","27,338","±4,724","1,922","±1,252",0:09:00,0:07:00
1,1006,Ballistic Protection,10/12/2016,$4.99,28% (68%),"$135,348.76","27,124","±4,706","18,795","±3,917",3:46:00,4:22:00
1,1665,The Return Home,7/29/2016,$0.99,N/A (N/A),"$26,852.76","27,124","±4,706","16,445","±3,664",2:44:00,3:10:00
1,979,Sleeping Valley,10/8/2016,$3.99,N/A (N/A),"$107,370.90","26,910","±4,687","16,872","±3,711",2:45:00,2:50:00
1,301,Slain!,3/24/2016,$6.49,34% (72%/74%),"$171,874.67","26,483","±4,650","20,290","±4,070",3:27:00,1:12:00
1,3399,Age of Steel: Recharge,1/6/2016,$6.99,N/A (N/A),"$185,116.17","26,483","±4,650","16,872","±3,711",3:57:00,4:06:00
1,2763,Amigdala,3/28/2016,$5.99,N/A (N/A),"$157,357.30","26,270","±4,631","17,940","±3,827",3:13:00,3:24:00
1,2803,Slash It,12/17/2016,$0.99,83% (92%),"$26,007.30","26,270","±4,631","17,940","±3,827",2:35:00,3:08:00
1,402,Cobalt,2/2/2016,$19.99,64% (86%/69%),"$512,323.71","25,629","±4,574","19,649","±4,005",4:18:00,1:46:00
1,2912,Jeeboman,4/5/2016,$9.99,N/A (N/A),"$256,033.71","25,629","±4,574","4,699","±1,958",0:27:00,0:18:00
1,2964,Envoy,3/17/2016,$4.99,N/A (N/A),"$126,820.85","25,415","±4,555","16,659","±3,688",4:22:00,4:32:00
1,527,We Are The Dwarves,2/25/2016,$6.99,49% (80%/60%),"$176,161.98","25,202","±4,536","14,310","±3,418",2:34:00,2:18:00
1,1041,Slingshot people,10/21/2016,$0.49,N/A (N/A),"$12,348.98","25,202","±4,536","19,222","±3,961",3:11:00,3:07:00
1,1168,TY the Tasmanian Tiger,12/12/2016,$14.99,100% (99%),"$377,777.98","25,202","±4,536","24,348","±4,458",6:40:00,3:34:00
1,1674,Out of Ammo,9/14/2016,$19.99,80% (91%),"$495,252.25","24,775","±4,497","23,280","±4,360",3:14:00,1:26:00
1,3116,Charlie's Adventure,11/29/2016,$3.99,N/A (N/A),"$98,852.25","24,775","±4,497","14,737","±3,468",3:20:00,3:30:00
1,2218,Ember Kaboom,6/3/2016,$4.99,N/A (N/A),"$122,559.39","24,561","±4,478","1,495","±1,104",0:41:00,0:50:00
1,2747,Felt Tip Circus,4/5/2016,$7.99,N/A (N/A),"$194,540.52","24,348","±4,458","3,417","±1,670",0:23:00,0:20:00
1,508,Into the Stars,3/4/2016,$19.99,10% (51%/61%),"$473,902.93","23,707","±4,399","19,008","±3,939",2:39:00,1:23:00
1,3376,SHOWTIME 2073,2/12/2016,$1.99,70% (88%),"$47,176.93","23,707","±4,399","7,475","±2,470",0:24:00,0:16:00
1,207,Dungelot : Shattered Lands,2/18/2016,$9.99,30% (70%/78%),"$234,695.07","23,493","±4,379","17,300","±3,758",8:55:00,4:59:00
1,2127,Dungeon Journey,6/3/2016,$1.99,61% (85%),"$46,751.07","23,493","±4,379","14,950","±3,494",4:24:00,4:35:00
1,2142,The Tribe,8/26/2016,$4.99,59% (84%),"$117,230.07","23,493","±4,379","12,174","±3,152",2:35:00,2:46:00
1,1108,Haydee,9/26/2016,$14.99,70% (88%),"$348,967.20","23,280","±4,360","20,290","±4,070",5:20:00,1:54:00
1,3104,Quar: Battle for Gate 18,4/4/2016,$19.99,N/A (N/A),"$465,367.20","23,280","±4,360","2,563","±1,446",1:50:00,2:41:00
1,1218,Feel The Snow,10/14/2016,$8.99,83% (92%),"$207,363.34","23,066","±4,339","21,144","±4,155",4:04:00,1:57:00
1,2190,SMASHING THE BATTLE,5/15/2016,$11.99,47% (79%),"$276,561.34","23,066","±4,339","20,076","±4,048",2:06:00,0:53:00
1,2775,Jackal,4/21/2016,$2.99,N/A (N/A),"$68,967.34","23,066","±4,339","17,940","±3,827",3:21:00,3:29:00
1,2549,Captain Forever Remix,6/3/2016,$14.99,80% (91%),"$342,566.47","22,853","±4,319","21,998","±4,238",4:24:00,1:53:00
1,2666,Draw Rider,3/31/2016,$1.99,26% (67%),"$45,477.47","22,853","±4,319","7,902","±2,540",0:33:00,0:22:00
1,2176,Dead Age,11/4/2016,$14.99,61% (85%),"$336,150.75","22,425","±4,279","19,649","±4,005",9:34:00,4:15:00
1,2156,Deep Space Dash,7/7/2016,$0.99,N/A (N/A),"$21,989.88","22,212","±4,258","15,377","±3,543",2:57:00,3:02:00
1,2316,Drunk Wizards,6/6/2016,$7.99,N/A (N/A),"$177,473.88","22,212","±4,258",854,±835,0:07:00,0:04:00
1,1140,Turbo Pug 3D,9/20/2016,$1.99,N/A (N/A),"$43,776.02","21,998","±4,238","11,106","±3,011",2:35:00,2:48:00
1,2147,Serious Sam VR: The Last Hope,10/17/2016,$39.99,61% (85%),"$879,700.02","21,998","±4,238","20,290","±4,070",3:51:00,1:30:00
1,2107,Take Thy Throne,7/5/2016,$1.99,22% (64%),"$43,352.15","21,785","±4,217","14,523","±3,443",2:42:00,2:29:00
1,2153,The Orb Chambers II,8/1/2016,$6.99,N/A (N/A),"$150,781.29","21,571","±4,196","9,824","±2,832",4:53:00,5:53:00
1,3070,Collider,3/1/2016,$5.99,N/A (N/A),"$129,210.29","21,571","±4,196","2,563","±1,446",0:22:00,0:30:00
1,3454,Hero Defense - Haunted Island,5/31/2016,$14.99,37% (74%),"$323,349.29","21,571","±4,196","19,008","±3,939",4:56:00,2:27:00
1,542,Shooting Stars!,1/19/2016,$4.99,73% (89%/59%),"$106,576.42","21,358","±4,176","11,319","±3,040",4:11:00,4:01:00
1,2762,The Inverted Evolution,4/22/2016,$4.99,8% (47%),"$105,508.56","21,144","±4,155","13,242","±3,288",3:00:00,2:55:00
1,1620,Platformica,8/5/2016,$2.49,N/A (N/A),"$52,115.70","20,930","±4,134","16,232","±3,640",3:15:00,3:30:00
1,2731,Heavy Gear Assault,12/29/2016,$39.99,N/A (N/A),"$836,990.70","20,930","±4,134","11,319","±3,040",2:32:00,2:44:00
1,2874,Watch This!,9/23/2016,$0.99,39% (75%),"$20,720.70","20,930","±4,134","15,377","±3,543",1:20:00,0:44:00
1,1132,8infinity,9/23/2016,$0.99,N/A (N/A),"$20,509.83","20,717","±4,113","12,815","±3,234",2:50:00,3:07:00
1,3001,Planet Centauri,6/3/2016,$14.99,56% (83%),"$310,547.83","20,717","±4,113","19,862","±4,027",8:37:00,5:19:00
1,444,The Way,5/20/2016,$14.99,67% (87%/67%),"$307,339.97","20,503","±4,091","8,329","±2,608",3:41:00,3:18:00
1,1154,STARUSHKO LUB,10/24/2016,$0.99,N/A (N/A),"$20,297.97","20,503","±4,091","17,300","±3,758",5:10:00,5:18:00
1,1742,The Lords of the Earth Flame,9/2/2016,$4.99,N/A (N/A),"$102,309.97","20,503","±4,091","16,232","±3,640",3:29:00,3:30:00
1,2752,Cube Runner,12/13/2016,$1.99,N/A (N/A),"$40,800.97","20,503","±4,091","13,028","±3,261",3:20:00,3:29:00
1,2956,Genesis of Drones,5/24/2016,$0.99,N/A (N/A),"$20,297.97","20,503","±4,091",427,±590,0:10:00,0:06:00
1,893,Eon Altar,6/22/2016,$6.99,83% (92%),"$141,827.10","20,290","±4,070","14,950","±3,494",2:38:00,2:06:00
1,1681,Adventures Of Fluzz,9/3/2016,$3.99,N/A (N/A),"$80,103.24","20,076","±4,048",854,±835,0:10:00,0:08:00
1,1109,Catacomb Explorers,10/22/2016,$0.99,N/A (N/A),"$19,663.38","19,862","±4,027","17,727","±3,804",5:23:00,6:09:00
1,1553,ROD: Revolt Of Defense,8/12/2016,$0.99,52% (81%),"$19,663.38","19,862","±4,027","15,805","±3,592",1:48:00,1:09:00
1,3113,Force of Nature,12/13/2016,$7.99,52% (81%),"$158,697.38","19,862","±4,027","18,795","±3,917",9:47:00,5:26:00
1,3156,HoloBall,4/25/2016,$14.99,87% (93%),"$297,731.38","19,862","±4,027","17,727","±3,804",1:19:00,0:34:00
1,1767,Heliborne,2/15/2016,$9.99,47% (79%),"$196,293.51","19,649","±4,005","19,222","±3,961",4:51:00,2:50:00
1,2741,Julai,4/11/2016,$4.99,N/A (N/A),"$98,048.51","19,649","±4,005","11,533","±3,068",3:05:00,2:59:00
1,1118,Space Beret,10/25/2016,$0.99,N/A (N/A),"$19,240.65","19,435","±3,983","16,018","±3,616",3:03:00,3:13:00
1,3484,Crowman & Wolfboy,1/15/2016,$3.99,N/A (N/A),"$77,545.65","19,435","±3,983","11,960","±3,125",3:09:00,3:24:00
1,2094,Hybrid Animals,8/29/2016,$6.99,26% (67%),"$134,361.78","19,222","±3,961","18,795","±3,917",3:14:00,1:27:00
1,2297,Search & Kill ☠,10/5/2016,$0.99,6% (43%),"$19,029.78","19,222","±3,961","13,669","±3,340",2:31:00,1:48:00
1,2998,Story Of the Survivor,2/16/2016,$2.99,N/A (N/A),"$56,833.92","19,008","±3,939",854,±835,0:41:00,0:28:00
1,1504,The Construct,9/12/2016,$0.98,N/A (N/A),"$18,419.10","18,795","±3,917","6,194","±2,248",2:47:00,3:22:00
1,1510,Whispers,7/29/2016,$4.99,N/A (N/A),"$93,787.05","18,795","±3,917","13,669","±3,340",3:32:00,3:21:00
1,2827,Steel Invaders,11/23/2016,$0.99,N/A (N/A),"$18,607.05","18,795","±3,917","12,601","±3,207",3:20:00,3:25:00
1,202,Deathsmiles,3/10/2016,$19.99,99% (98%/78%),"$371,434.19","18,581","±3,895","13,882","±3,366",2:04:00,1:11:00
1,2128,Cally's Trials,6/14/2016,$3.59,N/A (N/A),"$66,705.79","18,581","±3,895","2,136","±1,320",2:59:00,2:31:00
1,629,Prospekt,2/18/2016,$9.99,12% (53%/43%),"$183,486.33","18,367","±3,872","12,601","±3,207",3:48:00,3:14:00
1,728,Vortex: The Gateway,3/22/2016,$9.99,25% (66%),"$183,486.33","18,367","±3,872","8,757","±2,674",2:27:00,1:41:00
1,1634,Toadled,9/22/2016,$0.99,49% (80%),"$18,183.33","18,367","±3,872","13,669","±3,340",2:38:00,2:52:00
1,2209,Undermind,6/10/2016,$0.50,N/A (N/A),"$9,077.00","18,154","±3,850","13,028","±3,261",4:16:00,4:31:00
1,2364,Planet Driller,7/4/2016,$1.99,N/A (N/A),"$36,126.46","18,154","±3,850","8,970","±2,706",3:22:00,3:52:00
1,3068,Artificial Defense,6/1/2016,$4.99,N/A (N/A),"$90,588.46","18,154","±3,850","12,601","±3,207",3:11:00,2:25:00
1,848,No Turning Back: The Pixel Art Action-Adventure Roguelike,1/15/2016,$4.99,N/A (N/A),"$89,520.60","17,940","±3,827","10,252","±2,893",3:21:00,3:34:00
1,2526,Frozen State,8/5/2016,$11.99,43% (77%),"$215,100.60","17,940","±3,827","14,950","±3,494",3:10:00,1:19:00
1,2749,Super Duper Flying Genocide 2017,12/29/2016,$0.99,32% (71%),"$17,760.60","17,940","±3,827","16,018","±3,616",2:10:00,2:37:00
1,3521,Six Sides of the World,1/20/2016,$4.99,N/A (N/A),"$89,520.60","17,940","±3,827","8,543","±2,641",3:51:00,3:48:00
1,2311,Grand Pigeon's Duty,8/5/2016,$0.99,56% (83%),"$17,549.73","17,727","±3,804","13,242","±3,288",3:03:00,2:43:00
1,2323,Bad Rats Show,7/20/2016,$4.99,64% (86%),"$88,457.73","17,727","±3,804","8,329","±2,608",5:42:00,2:35:00
1,2987,Super LOH,12/7/2016,$0.99,N/A (N/A),"$17,337.87","17,513","±3,781","12,601","±3,207",3:05:00,3:25:00
1,377,Brigador,6/2/2016,$19.99,93% (95%/70%),"$345,827.00","17,300","±3,758","14,523","±3,443",5:45:00,1:58:00
1,1649,$1 Ride,7/28/2016,$0.99,N/A (N/A),"$16,915.14","17,086","±3,735","12,601","±3,207",4:02:00,3:15:00
1,2331,Tales of Destruction,7/14/2016,$1.99,N/A (N/A),"$34,001.14","17,086","±3,735","1,922","±1,252",253:18:00,1:16:00
1,2942,Zombie Party,6/10/2016,$9.99,64% (86%),"$170,689.14","17,086","±3,735","13,028","±3,261",4:33:00,3:31:00
1,3378,Space Moth DX,1/22/2016,$4.99,N/A (N/A),"$85,259.14","17,086","±3,735","9,184","±2,738",1:55:00,2:18:00
1,356,Blacksea Odyssey,6/1/2016,$9.99,70% (88%/71%),"$168,551.28","16,872","±3,711","4,058","±1,820",3:24:00,1:37:00
1,2834,HordeZ,4/29/2016,$14.99,70% (88%),"$252,911.28","16,872","±3,711","16,232","±3,640",4:40:00,1:33:00
1,3412,Sickness,1/20/2016,$14.99,N/A (N/A),"$252,911.28","16,872","±3,711","2,990","±1,562",4:26:00,5:53:00
1,403,Okhlos,8/18/2016,$12.99,67% (87%/69%),"$216,400.41","16,659","±3,688","12,174","±3,152",1:59:00,1:17:00
1,424,Unbox,9/5/2016,$15.99,83% (92%/68%),"$266,377.41","16,659","±3,688","11,319","±3,040",4:02:00,2:04:00
1,805,Kick Ass Commandos,11/17/2016,$9.99,95% (96%),"$166,423.41","16,659","±3,688","9,397","±2,770",2:50:00,3:20:00
1,143,1979 Revolution: Black Friday,4/4/2016,$11.99,45% (78%/80%),"$194,621.68","16,232","±3,640","8,970","±2,706",1:44:00,1:42:00
1,496,Crush Your Enemies,7/13/2016,$9.99,61% (85%/63%),"$160,019.82","16,018","±3,616","10,038","±2,863",3:04:00,2:18:00
1,967,Project: R.E.B.O.O.T,10/26/2016,$0.99,N/A (N/A),"$15,857.82","16,018","±3,616","14,950","±3,494",3:41:00,3:30:00
1,1001,Night Forest,11/8/2016,$0.67,N/A (N/A),"$10,732.06","16,018","±3,616","13,882","±3,366",3:09:00,3:23:00
1,1017,BitMaster,10/12/2016,$0.99,56% (83%),"$15,857.82","16,018","±3,616","10,252","±2,893",2:28:00,1:28:00
1,1124,Relaxation balls,11/8/2016,$0.99,N/A (N/A),"$15,857.82","16,018","±3,616","13,669","±3,340",6:01:00,6:32:00
1,3430,Big Action Mega Fight!,1/12/2016,$4.99,N/A (N/A),"$78,866.95","15,805","±3,592","10,679","±2,953",4:32:00,4:43:00
1,3125,Of Carrots And Blood,3/25/2016,$2.99,N/A (N/A),"$46,617.09","15,591","±3,568","2,776","±1,505",0:46:00,0:35:00
1,3206,Madness,11/22/2016,$2.99,N/A (N/A),"$46,617.09","15,591","±3,568","14,310","±3,418",3:40:00,3:30:00
1,1648,Sneak Thief,8/5/2016,$9.99,41% (76%),"$153,616.23","15,377","±3,543","12,815","±3,234",3:59:00,2:31:00
1,2131,Warriors' Wrath,5/26/2016,$6.99,N/A (N/A),"$107,485.23","15,377","±3,543","8,116","±2,574",3:14:00,3:46:00
1,2302,Lucius Demake,8/8/2016,$2.99,N/A (N/A),"$45,977.23","15,377","±3,543","8,116","±2,574",3:57:00,3:17:00
1,2375,Chicken Assassin - Master of Humiliation,6/27/2016,$1.99,95% (96%),"$30,600.23","15,377","±3,543","11,960","±3,125",4:52:00,3:43:00
1,3108,AsteroidsHD,3/4/2016,$0.99,N/A (N/A),"$15,223.23","15,377","±3,543",427,±590,0:08:00,0:03:00
1,3214,Angry Video Game Nerd II: ASSimilation,3/29/2016,$14.99,87% (93%),"$230,501.23","15,377","±3,543","12,387","±3,180",3:57:00,3:23:00
1,3544,Pesadelo - RegressÃ£oâ„¢,2/10/2016,$5.99,21% (63%),"$92,108.23","15,377","±3,543","7,902","±2,540",2:54:00,2:24:00
1,593,Phantaruk,8/16/2016,$11.99,N/A (N/A/53%),"$181,816.36","15,164","±3,518","5,339","±2,088",0:39:00,0:27:00
1,1724,IACTURA,8/25/2016,$0.99,N/A (N/A),"$15,012.36","15,164","±3,518","12,174","±3,152",2:47:00,3:10:00
1,2897,Inexistence,4/18/2016,$5.99,28% (68%),"$90,832.36","15,164","±3,518","7,902","±2,540",2:16:00,2:09:00
1,3015,Techwars Online,3/17/2016,$9.99,30% (70%),"$151,488.36","15,164","±3,518","1,068",±933,2:44:00,2:20:00
1,3138,Bibou,4/29/2016,$1.99,N/A (N/A),"$30,176.36","15,164","±3,518","9,397","±2,770",3:16:00,3:30:00
1,3397,Silver Knight,1/15/2016,$1.99,N/A (N/A),"$30,176.36","15,164","±3,518","7,689","±2,505",5:46:00,6:13:00
1,3626,Super Ubie Island REMIX,1/15/2016,$9.99,N/A (N/A),"$151,488.36","15,164","±3,518","1,281","±1,022",2:07:00,2:15:00
1,2258,Totem,8/30/2016,$0.79,N/A (N/A),"$11,810.50","14,950","±3,494","11,533","±3,068",3:19:00,3:28:00
1,2676,Hello From Indiana,12/9/2016,$0.99,N/A (N/A),"$14,800.50","14,950","±3,494","13,242","±3,288",5:30:00,6:24:00
1,2691,Its your last chance in new school,12/17/2016,$3.99,N/A (N/A),"$59,650.50","14,950","±3,494","13,882","±3,366",5:50:00,6:31:00
1,2722,Unseen Diplomacy,4/4/2016,$2.99,80% (91%),"$44,700.50","14,950","±3,494","8,543","±2,641",0:31:00,0:16:00
1,2793,A-Gents,4/20/2016,$0.99,N/A (N/A),"$14,800.50","14,950","±3,494","8,970","±2,706",3:22:00,3:38:00
1,3190,Dashy Square,4/25/2016,$3.99,83% (92%),"$59,650.50","14,950","±3,494","10,252","±2,893",5:02:00,5:12:00
1,3338,Grip,2/2/2016,$15.99,90% (94%),"$239,050.50","14,950","±3,494","13,669","±3,340",2:19:00,0:52:00
1,3615,Dub Dash,2/16/2016,$4.99,39% (75%),"$74,600.50","14,950","±3,494","3,417","±1,670",7:14:00,1:16:00
1,2931,24 Hours 'til Rescue,2/19/2016,$3.99,N/A (N/A),"$58,800.63","14,737","±3,468","1,709","±1,181",1:13:00,3:07:00
1,2946,Tasty Planet: Back for Seconds,3/29/2016,$5.99,70% (88%),"$88,274.63","14,737","±3,468","14,523","±3,443",4:35:00,3:39:00
1,2963,A Lenda do HerÃ³i - O Jogo,3/24/2016,$15.99,59% (84%),"$235,644.63","14,737","±3,468","13,669","±3,340",11:05:00,5:58:00
1,3048,Trench Run,4/7/2016,$7.99,N/A (N/A),"$117,748.63","14,737","±3,468","1,495","±1,104",0:23:00,0:41:00
1,82,DarkMaus,1/26/2016,$9.99,67% (87%/83%),"$145,084.77","14,523","±3,443","12,174","±3,152",2:16:00,0:59:00
1,3351,Protoshift,1/15/2016,$0.99,N/A (N/A),"$14,377.77","14,523","±3,443","9,184","±2,738",3:13:00,3:27:00
1,3416,Sword 'N' Board,1/29/2016,$4.99,N/A (N/A),"$72,469.77","14,523","±3,443","1,709","±1,181",0:13:00,0:14:00
1,1169,Invention 2,9/23/2016,$0.99,23% (65%),"$14,166.90","14,310","±3,418","11,747","±3,097",4:22:00,5:49:00
1,1694,Epsilon corp.,4/1/2016,$2.99,N/A (N/A),"$42,786.90","14,310","±3,418","10,679","±2,953",3:06:00,3:21:00
1,2498,DubWars,7/19/2016,$9.99,52% (81%),"$142,956.90","14,310","±3,418","7,902","±2,540",1:19:00,0:49:00
1,2705,AMOK,3/22/2016,$0.99,7% (45%),"$14,166.90","14,310","±3,418",854,±835,0:13:00,0:15:00
1,1186,Space Journey,12/30/2016,$9.99,N/A (N/A),"$140,819.04","14,096","±3,392","10,892","±2,982",3:47:00,4:12:00
1,2635,Niffelheim,4/28/2016,$19.99,47% (79%),"$277,501.18","13,882","±3,366","12,387","±3,180",14:39:00,9:28:00
